Edge name,Node A,Node B,X of A,Y of A,X of B,Y of B,Avg Speed,Med Speed
38,260,473,-87.7246042169,41.844256132,-87.7248323347,41.851569942,20.05386202154481,20.0
39,473,258,-87.7248323347,41.851569942,-87.7250059157,41.8588692972,23.30552372220949,23.0
40,258,474,-87.7250059157,41.8588692972,-87.7251959198,41.8661726153,21.399381159752465,21.0
41,474,153,-87.7251959198,41.8661726153,-87.7255338018,41.8752773266,21.628352051340133,21.0
42,153,447,-87.7255338018,41.8752773266,-87.7257432412,41.881963822,18.219459087783637,18.0
43,447,327,-87.7257432412,41.881963822,-87.7258468072,41.885467797,22.06818702727481,23.0
44,327,328,-87.7258468072,41.885467797,-87.7261375752,41.8953686205,23.789021315608526,24.0
45,328,196,-87.7261375752,41.8953686205,-87.726353889,41.9026724244,20.416341966536788,21.0
46,196,195,-87.726353889,41.9026724244,-87.7264496219,41.9061569986,18.259912903964473,18.0
47,195,484,-87.7264496219,41.9061569986,-87.7263519649,41.9098871747,20.19688287875315,20.0
48,484,254,-87.7263519649,41.9098871747,-87.7266098963,41.9171671261,21.8611047444419,22.0
49,254,255,-87.7266098963,41.9171671261,-87.7268196342,41.9244849256,20.22576209030392,20.0
50,255,352,-87.7268196342,41.9244849256,-87.727029749,41.9317913323,21.658148063259226,21.66666667
51,352,444,-87.727029749,41.9317913323,-87.7273128567,41.9411532354,20.259339903735963,20.0
52,444,481,-87.7273128567,41.9411532354,-87.7276488336,41.9536482728,24.30472152188861,25.0
53,481,457,-87.7276488336,41.9536482728,-87.7278400971,41.9596397447,23.42539537015815,23.66666667
54,457,131,-87.7278400971,41.9596397447,-87.728081827,41.9682432719,20.996561998625946,21.0
55,131,221,-87.728081827,41.9682432719,-87.728284506,41.9755329771,21.338184735273895,21.0
56,221,376,-87.728284506,41.9755329771,-87.7285010089,41.9828324978,31.736649094659636,31.75
57,376,420,-87.7285010089,41.9828324978,-87.7286003996,41.9898026783,26.354114141645656,27.0
59,319,299,-87.7206780816,41.698563071,-87.7203072881,41.6913159037,32.976736190694474,33.0
60,355,319,-87.7209583305,41.7059038427,-87.7206780816,41.698563071,29.019940407976165,29.2
61,396,355,-87.7211753777,41.7131728072,-87.7209583305,41.7059038427,30.200320880128352,30.5
62,422,396,-87.7213758725,41.7205363916,-87.7211753777,41.7131728072,27.947283978913593,28.0
63,138,422,-87.7217672671,41.7279259853,-87.7213758725,41.7205363916,29.75051570020628,30.25
64,467,138,-87.7214672168,41.7348569432,-87.7217672671,41.7279259853,30.675108870043548,31.25
65,339,467,-87.7217297573,41.7421800119,-87.7214672168,41.7348569432,23.582053632821452,23.61538462
66,466,339,-87.7219239835,41.7495525981,-87.7217297573,41.7421800119,25.849988539995415,26.0
67,137,466,-87.7224225784,41.7641012309,-87.7219239835,41.7495525981,29.414508365803346,29.23529412
68,118,137,-87.7226265936,41.7713749274,-87.7224225784,41.7641012309,23.467568187027275,23.8
69,119,118,-87.7228106739,41.7786592102,-87.7226265936,41.7713749274,24.99679119871648,25.0
70,311,119,-87.7230120465,41.7859375521,-87.7228106739,41.7786592102,23.69080907632363,24.0
71,489,311,-87.7231842393,41.7932048804,-87.7230120465,41.7859375521,22.620215448086178,23.0
72,485,489,-87.7234813825,41.802319903,-87.7231842393,41.7932048804,21.644969057986938,22.0
73,184,485,-87.7236331985,41.8078845965,-87.7234813825,41.802319903,21.809076323630528,23.0
74,183,184,-87.7239126305,41.8151964653,-87.7236331985,41.8078845965,23.666055466422186,24.0
75,267,183,-87.7241023179,41.8229917212,-87.7239126305,41.8151964653,28.212353884941553,29.0
76,261,267,-87.7244169525,41.8368832391,-87.7241023179,41.8229917212,28.398464359385745,29.0
77,260,261,-87.7246042169,41.844256132,-87.7244169525,41.8368832391,19.956566582626863,20.25
78,473,260,-87.7248323347,41.851569942,-87.7246042169,41.844256132,22.04652761861036,22.25
79,258,473,-87.7250059157,41.8588692972,-87.7248323347,41.851569942,20.898120559248223,20.33333333
80,474,258,-87.7251959198,41.8661726153,-87.7250059157,41.8588692972,22.267820307128122,22.5
81,153,474,-87.7255338018,41.8752773266,-87.7251959198,41.8661726153,22.62250744900298,23.0
82,447,153,-87.7257432412,41.881963822,-87.7255338018,41.8752773266,19.642333256933302,20.0
83,327,447,-87.7258468072,41.885467797,-87.7257432412,41.881963822,19.071510428605087,18.0
84,328,327,-87.7261375752,41.8953686205,-87.7258468072,41.885467797,23.360073344029338,23.0
85,196,328,-87.726353889,41.9026724244,-87.7261375752,41.8953686205,21.79922071968829,22.0
86,195,196,-87.7264496219,41.9061569986,-87.726353889,41.9026724244,20.461265184506075,20.5
87,484,195,-87.7263519649,41.9098871747,-87.7264496219,41.9061569986,22.651386660554664,23.0
88,254,484,-87.7266098963,41.9171671261,-87.7263519649,41.9098871747,20.66284666513798,20.0
89,255,254,-87.7268196342,41.9244849256,-87.7266098963,41.9171671261,18.47455878982283,18.0
90,352,255,-87.727029749,41.9317913323,-87.7268196342,41.9244849256,22.93914737565895,23.0
91,444,352,-87.7273128567,41.9411532354,-87.727029749,41.9317913323,20.43227137290855,20.0
92,481,444,-87.7276488336,41.9536482728,-87.7273128567,41.9411532354,23.55649782259913,25.0
93,457,481,-87.7278400971,41.9596397447,-87.7276488336,41.9536482728,21.712010084804035,22.0
94,131,457,-87.728081827,41.9682432719,-87.7278400971,41.9596397447,19.469974787989916,19.66666667
95,221,131,-87.728284506,41.9755329771,-87.728081827,41.9682432719,21.660554664221866,22.0
96,376,221,-87.7285010089,41.9828324978,-87.728284506,41.9755329771,30.282374512949804,30.22222222
97,420,376,-87.7286003996,41.9898026783,-87.7285010089,41.9828324978,25.6303002521201,25.0
98,433,368,-87.6626457403,41.7212001622,-87.6628515776,41.7284821671,26.933646573458628,27.0
99,368,462,-87.6628515776,41.7284821671,-87.6630651328,41.735789784,23.216021086408436,23.0
100,462,404,-87.6630651328,41.735789784,-87.6632515607,41.7430767633,25.096149438459776,25.66666667
101,404,507,-87.6632515607,41.7430767633,-87.6634537368,41.7503925553,22.99816639926656,23.0
102,507,150,-87.6634537368,41.7503925553,-87.6637959826,41.7649090287,27.809878523951408,28.0
103,150,149,-87.6637959826,41.7649090287,-87.6640211301,41.7721920166,21.916571166628465,21.66666667
104,149,215,-87.6640211301,41.7721920166,-87.6642207653,41.7794645717,23.842195736878296,24.0
105,215,236,-87.6642207653,41.7794645717,-87.6643944942,41.7867468379,27.410038964015584,28.0
106,236,498,-87.6643944942,41.7867468379,-87.6645818143,41.7940243631,24.01191840476736,24.0
107,498,369,-87.6645818143,41.7940243631,-87.6647764782,41.8013182144,24.364657345862938,24.71428571
108,369,353,-87.6647764782,41.8013182144,-87.6649725165,41.8086044407,23.48407059362824,24.0
109,353,115,-87.6649725165,41.8086044407,-87.665148193,41.8158707968,22.760829704331883,23.0
110,115,459,-87.665148193,41.8158707968,-87.6654091294,41.8231636198,26.48154939261976,26.0
111,459,395,-87.6654091294,41.8231636198,-87.6655682509,41.8305013543,24.976277790511116,25.5
112,395,503,-87.6655682509,41.8305013543,-87.6657607206,41.8376915712,23.50183360073344,24.0
113,503,512,-87.6657607206,41.8376915712,-87.6659829714,41.8523418111,27.7491404996562,28.0
114,512,363,-87.6659829714,41.8523418111,-87.666138133,41.8577937469,19.985445794178318,20.0
115,363,486,-87.666138133,41.8577937469,-87.6663835515,41.8668614894,22.18003667201467,23.0
116,486,403,-87.6663835515,41.8668614894,-87.6665989303,41.874200433,20.23974329589732,20.0
117,403,529,-87.6665989303,41.874200433,-87.6667966639,41.8824204795,20.365459546183818,20.0
118,529,160,-87.6667966639,41.8824204795,-87.6671426371,41.8909773963,22.512376804950723,23.0
119,160,129,-87.6671426371,41.8909773963,-87.6672915149,41.8960736393,20.68324547329819,21.0
120,129,511,-87.6672915149,41.8960736393,-87.6671855677,41.9038371343,20.609786843914737,21.0
121,511,496,-87.6671855677,41.9038371343,-87.6676916196,41.9106302887,22.413935365574147,23.0
122,496,455,-87.6676916196,41.9106302887,-87.6681159637,41.9185851557,21.943387577355033,22.0
123,455,324,-87.6681159637,41.9185851557,-87.6681458144,41.9251515799,21.854572541829018,22.0
124,324,323,-87.6681458144,41.9251515799,-87.6683940094,41.9324035411,21.55764382305753,21.0
125,323,278,-87.6683940094,41.9324035411,-87.6686616755,41.9396964998,18.94625257850103,18.5
126,278,277,-87.6686616755,41.9396964998,-87.6688581308,41.9469901152,22.642333256933302,23.0
127,277,453,-87.6688581308,41.9469901152,-87.6690488604,41.9542903537,23.838757735503094,24.0
129,81,82,-87.6692581361,41.9615915653,-87.6694390887,41.9688769809,22.14130185652074,23.47142857
131,83,85,-87.6696137704,41.976172134,-87.669816132,41.9834758403,22.482007792803344,23.0
132,85,84,-87.669816132,41.9834758403,-87.6696182646,41.9871464429,18.61437084574765,19.0
133,368,433,-87.6628515776,41.7284821671,-87.6626457403,41.7212001622,25.6228512491405,26.0
134,462,368,-87.6630651328,41.735789784,-87.6628515776,41.7284821671,23.12617465046986,23.0
135,404,462,-87.6632515607,41.7430767633,-87.6630651328,41.735789784,23.955764382305752,24.0
136,507,404,-87.6634537368,41.7503925553,-87.6632515607,41.7430767633,22.952784781113913,23.0
137,150,507,-87.6637959826,41.7649090287,-87.6634537368,41.7503925553,27.274123309649323,27.0
138,149,150,-87.6640211301,41.7721920166,-87.6637959826,41.7649090287,22.68725647490259,22.5
139,215,149,-87.6642207653,41.7794645717,-87.6640211301,41.7721920166,24.600733440293375,25.0
140,236,215,-87.6643944942,41.7867468379,-87.6642207653,41.7794645717,25.407173962869585,26.0
141,498,236,-87.6645818143,41.7940243631,-87.6643944942,41.7867468379,25.567155626862252,26.0
142,369,498,-87.6647764782,41.8013182144,-87.6645818143,41.7940243631,24.331423332569333,25.0
143,353,369,-87.6649725165,41.8086044407,-87.6647764782,41.8013182144,23.775383910153565,24.0
144,115,353,-87.665148193,41.8158707968,-87.6649725165,41.8086044407,24.30231492092597,24.0
145,459,115,-87.6654091294,41.8231636198,-87.665148193,41.8158707968,25.780884712353885,26.5
146,395,459,-87.6655682509,41.8305013543,-87.6654091294,41.8231636198,24.5017190006876,25.0
147,503,395,-87.6657607206,41.8376915712,-87.6655682509,41.8305013543,26.01054320421728,26.0
148,512,503,-87.6659829714,41.8523418111,-87.6657607206,41.8376915712,29.142333256933302,30.0
149,363,512,-87.666138133,41.8577937469,-87.6659829714,41.8523418111,18.601535640614255,19.0
150,486,363,-87.6663835515,41.8668614894,-87.666138133,41.8577937469,24.046413018565207,24.5
151,403,486,-87.6665989303,41.874200433,-87.6663835515,41.8668614894,20.12869585147834,20.0
152,529,403,-87.6667966639,41.8824204795,-87.6665989303,41.874200433,21.770112308044922,22.0
153,160,529,-87.6671426371,41.8909773963,-87.6667966639,41.8824204795,24.003552601421042,24.66666667
154,129,160,-87.6672915149,41.8960736393,-87.6671426371,41.8909773963,20.648292459316984,20.0
155,511,129,-87.6671855677,41.9038371343,-87.6672915149,41.8960736393,22.75383910153564,23.0
156,496,511,-87.6676916196,41.9106302887,-87.6671855677,41.9038371343,20.341737336694933,20.0
157,455,496,-87.6681159637,41.9185851557,-87.6676916196,41.9106302887,24.01042860417144,24.5
158,324,455,-87.6681458144,41.9251515799,-87.6681159637,41.9185851557,20.912560165024065,21.0
159,323,324,-87.6683940094,41.9324035411,-87.6681458144,41.9251515799,21.603025441210175,22.0
160,278,323,-87.6686616755,41.9396964998,-87.6683940094,41.9324035411,21.815952326381616,22.0
161,277,278,-87.6688581308,41.9469901152,-87.6686616755,41.9396964998,19.742493696997478,20.0
162,453,277,-87.6690488604,41.9542903537,-87.6688581308,41.9469901152,22.92447856979143,23.0
166,85,83,-87.669816132,41.9834758403,-87.6696137704,41.976172134,23.25739170295668,24.0
168,94,209,-87.8366858914,41.9520506156,-87.8269772785,41.9522461047,30.652647261058906,31.90322581
169,218,479,-87.7329635339,41.7931159809,-87.7419814392,41.7930335549,23.336236534494613,24.0
170,489,218,-87.7231842393,41.7932048804,-87.7329635339,41.7931159809,24.72392848957323,25.5
171,338,489,-87.7136058279,41.7932777583,-87.7231842393,41.7932048804,23.71361448544648,24.0
172,288,338,-87.703554078,41.793513908,-87.7136058279,41.7932777583,23.82053632821453,24.5
173,204,288,-87.6937979381,41.7936908091,-87.703554078,41.793513908,22.598670639468256,23.0
174,472,204,-87.6840417707,41.7938765823,-87.6937979381,41.7936908091,22.675567270226907,23.0
175,148,472,-87.6743005662,41.7939163166,-87.6840417707,41.7938765823,28.87932615173046,29.0
176,498,148,-87.6645818143,41.7940243631,-87.6743005662,41.7939163166,23.546871418748566,23.0
177,257,498,-87.6548742481,41.7941718792,-87.6645818143,41.7940243631,23.008365803346322,23.0
178,494,257,-87.645160181,41.7943014258,-87.6548742481,41.7941718792,23.524295209718083,23.0
179,268,494,-87.6311268155,41.7945346537,-87.645160181,41.7943014258,27.075750630300252,28.0
180,388,268,-87.6257010468,41.7946431868,-87.6311268155,41.7945346537,19.579074031629613,20.0
181,389,388,-87.6159777837,41.7947387514,-87.6257010468,41.7946431868,20.994040797616318,21.0
182,448,337,-87.7410820903,41.734540839,-87.7311605994,41.7346896094,28.55008022003209,28.0
183,337,467,-87.7311605994,41.7346896094,-87.7214672168,41.7348569432,26.205477882191154,27.0
184,467,349,-87.7214672168,41.7348569432,-87.7119940075,41.7350214421,28.727824891129956,29.0
185,349,231,-87.7119940075,41.7350214421,-87.7020965268,41.7352205764,29.341622736649093,29.0
186,117,484,-87.7362631113,41.909755562,-87.7263519649,41.9098871747,20.571166628466653,20.0
187,484,176,-87.7263519649,41.9098871747,-87.716700681,41.909994153,21.173275269310107,21.0
188,176,333,-87.716700681,41.909994153,-87.7069604653,41.9101153284,20.588356635342652,20.0
189,333,367,-87.7069604653,41.9101153284,-87.6970348625,41.9102173424,21.848727939491177,21.5
190,367,502,-87.6970348625,41.9102173424,-87.6872206971,41.9103208679,21.646000458400184,21.0
191,502,482,-87.6872206971,41.9103208679,-87.6775426805,41.9104746615,18.82477652991061,18.5
192,482,496,-87.6775426805,41.9104746615,-87.6676916196,41.9106302887,20.785812514325006,21.0
193,496,431,-87.6676916196,41.9106302887,-87.6621543435,41.9107405789,18.236649094659636,18.0
194,431,497,-87.6621543435,41.9107405789,-87.6482722864,41.9109198102,21.940866376346552,22.14285714
195,497,535,-87.6482722864,41.9109198102,-87.6326551935,41.9125081233,22.831767132706855,23.0
196,122,415,-87.7948036008,41.9090357317,-87.8057322715,41.9088702382,27.325120330048133,27.5
197,348,122,-87.7849639298,41.9091116667,-87.7948036008,41.9090357317,27.821223928489573,28.0
198,170,348,-87.7756155014,41.9092626362,-87.7849639298,41.9091116667,25.670295668118268,26.0
199,169,170,-87.7657241677,41.9093787295,-87.7756155014,41.9092626362,21.606005042402018,20.8
200,279,169,-87.7557956222,41.9095012727,-87.7657241677,41.9093787295,21.714187485674994,21.0
201,460,279,-87.7461005015,41.9096272103,-87.7557956222,41.9095012727,23.718083887233554,24.0
202,117,460,-87.7362631113,41.909755562,-87.7461005015,41.9096272103,21.67774467109787,21.75
203,484,117,-87.7263519649,41.9098871747,-87.7362631113,41.909755562,19.62674765069906,20.0
204,176,484,-87.716700681,41.909994153,-87.7263519649,41.9098871747,19.592826037130415,19.8
205,333,176,-87.7069604653,41.9101153284,-87.716700681,41.909994153,18.795668118267248,18.0
206,367,333,-87.6970348625,41.9102173424,-87.7069604653,41.9101153284,21.703415081366032,21.33333333
207,502,367,-87.6872206971,41.9103208679,-87.6970348625,41.9102173424,20.171441668576666,20.0
208,482,502,-87.6775426805,41.9104746615,-87.6872206971,41.9103208679,17.827756131102454,17.5
209,496,482,-87.6676916196,41.9106302887,-87.6775426805,41.9104746615,18.286385514554205,18.5
210,431,496,-87.6621543435,41.9107405789,-87.6676916196,41.9106302887,19.097180838872337,19.5
211,497,431,-87.6482722864,41.9109198102,-87.6621543435,41.9107405789,19.350332340132937,19.0
212,535,497,-87.6326551935,41.9125081233,-87.6482722864,41.9109198102,23.612308044923218,24.0
214,86,142,-87.7643536014,41.8656187483,-87.7545587944,41.8657133571,29.345977538391015,30.0
215,142,470,-87.7545587944,41.8657133571,-87.7447718015,41.8659427313,27.831652532661014,28.0
216,470,235,-87.7447718015,41.8659427313,-87.7349647452,41.8660328949,27.590304836121934,27.61538462
217,235,474,-87.7349647452,41.8660328949,-87.7251959198,41.8661726153,21.721865688746277,22.0
218,474,416,-87.7251959198,41.8661726153,-87.715420788,41.8662898083,21.107609443043778,21.0
219,416,401,-87.715420788,41.8662898083,-87.7056692013,41.8664053068,20.056612422644967,19.0
220,401,402,-87.7056692013,41.8664053068,-87.6959074904,41.8665106674,20.36637634655054,20.0
221,402,463,-87.6959074904,41.8665106674,-87.6860384135,41.866612543,27.963786385514553,28.86956522
222,463,123,-87.6860384135,41.866612543,-87.6762496945,41.8667545711,20.474673389869356,21.0
223,123,486,-87.6762496945,41.8667545711,-87.6663835515,41.8668614894,23.220146688058676,24.0
224,486,194,-87.6663835515,41.8668614894,-87.6566812259,41.8669966156,22.8998395599372,23.0
225,194,475,-87.6566812259,41.8669966156,-87.6469186749,41.8671530501,20.745702498281,20.33333333
226,475,436,-87.6469186749,41.8671530501,-87.6427923392,41.8672509302,17.63912445564978,18.0
227,436,432,-87.6427923392,41.8672509302,-87.6304354013,41.8673739901,24.06761402704561,25.0
228,432,446,-87.6304354013,41.8673739901,-87.6241793666,41.8674824582,17.408319963327987,16.0
228_1,446,508,-87.6241793666,41.8674824582,-87.6194490966,41.8675066759,17.408319963327987,16.0
229,86,59,-87.7643536014,41.8656187483,-87.7741677052,41.8655121189,14.918748567499428,15.0
230,142,86,-87.7545587944,41.8657133571,-87.7643536014,41.8656187483,31.020628008251204,31.0
231,470,142,-87.7447718015,41.8659427313,-87.7545587944,41.8657133571,28.168462067384826,29.0
232,235,470,-87.7349647452,41.8660328949,-87.7447718015,41.8659427313,29.36328214531286,30.0
233,474,235,-87.7251959198,41.8661726153,-87.7349647452,41.8660328949,22.902246160898464,23.0
234,416,474,-87.715420788,41.8662898083,-87.7251959198,41.8661726153,21.290740316296127,21.0
235,401,416,-87.7056692013,41.8664053068,-87.715420788,41.8662898083,21.513293605317443,22.0
236,402,401,-87.6959074904,41.8665106674,-87.7056692013,41.8664053068,18.644396057758424,18.0
237,463,402,-87.6860384135,41.866612543,-87.6959074904,41.8665106674,29.105775842310337,29.0
238,123,463,-87.6762496945,41.8667545711,-87.6860384135,41.866612543,19.11757964703117,20.0
239,486,123,-87.6663835515,41.8668614894,-87.6762496945,41.8667545711,24.55890442356177,25.0
240,194,486,-87.6566812259,41.8669966156,-87.6663835515,41.8668614894,20.713729085490947,20.0
241,475,194,-87.6469186749,41.8671530501,-87.6566812259,41.8669966156,22.028764611505846,22.33333333
242,436,475,-87.6427923392,41.8672509302,-87.6469186749,41.8671530501,18.529108411642678,18.0
243,432,436,-87.6304354013,41.8673739901,-87.6427923392,41.8672509302,22.524982809993123,22.0
244,508,446,-87.6194490966,41.8675066759,-87.6241793666,41.8674824582,17.165597066238828,16.0
244_1,24,432,-87.6273696186,41.8674795742,-87.6304354013,41.8673739901,17.165597066238828,16.0
244_2,446,24,-87.6241793666,41.8674824582,-87.6273696186,41.8674795742,17.165597066238828,16.0
245,450,414,-87.8015483514,41.7919646845,-87.7915759421,41.7921561784,26.68805867522347,27.0
246,414,413,-87.7915759421,41.7921561784,-87.7817994463,41.7923206863,26.721292688517305,27.0
247,413,493,-87.7817994463,41.7923206863,-87.7720738732,41.7933737658,25.466651386660555,26.0
248,493,132,-87.7720738732,41.7933737658,-87.76223503,41.79264249,24.532088012834286,24.53846154
249,132,133,-87.76223503,41.79264249,-87.7525074215,41.7928878304,24.532088012834286,24.53846154
250,133,479,-87.7525074215,41.7928878304,-87.7419814392,41.7930335549,27.65693330277332,27.0
251,479,218,-87.7419814392,41.7930335549,-87.7329635339,41.7931159809,21.924249369700433,22.0
252,218,489,-87.7329635339,41.7931159809,-87.7231842393,41.7932048804,24.538849415539765,25.0
253,231,171,-87.7020965268,41.7352205764,-87.6921993917,41.7353827172,25.783176713270684,26.0
254,171,476,-87.6921993917,41.7353827172,-87.6825140358,41.7355272847,24.925509970203986,25.0
255,476,310,-87.6825140358,41.7355272847,-87.6727850236,41.7356543821,33.74329589731836,34.0
256,310,462,-87.6727850236,41.7356543821,-87.6630651328,41.735789784,22.536099014439607,23.0
257,462,120,-87.6630651328,41.735789784,-87.6533401534,41.7359353713,21.773664909465964,22.0
258,120,490,-87.6533401534,41.7359353713,-87.6435965207,41.7361755329,19.574490029796014,19.0
259,490,366,-87.6435965207,41.7361755329,-87.6251032225,41.7363093339,24.234242493696996,25.0
260,366,514,-87.6251032225,41.7363093339,-87.6145095268,41.7365017057,21.93868897547559,22.0
261,514,303,-87.6145095268,41.7365017057,-87.6048228338,41.7366494092,20.957483382993352,20.27272727
262,303,499,-87.6048228338,41.7366494092,-87.5855291629,41.7369140554,24.091909236763694,24.0
263,499,9,-87.5855291629,41.7369140554,-87.5688715208,41.73715352,23.291198716479485,23.0
264,337,448,-87.7311605994,41.7346896094,-87.7410820903,41.734540839,29.40362136144694,30.0
265,467,337,-87.7214672168,41.7348569432,-87.7311605994,41.7346896094,29.6211322484529,29.8
266,349,467,-87.7119940075,41.7350214421,-87.7214672168,41.7348569432,25.758423103369243,26.90909091
267,231,349,-87.7020965268,41.7352205764,-87.7119940075,41.7350214421,30.914049965619988,31.5
268,171,231,-87.6921993917,41.7353827172,-87.7020965268,41.7352205764,26.712583085033234,27.0
269,476,171,-87.6825140358,41.7355272847,-87.6921993917,41.7353827172,28.26678890671556,28.5
270,310,476,-87.6727850236,41.7356543821,-87.6825140358,41.7355272847,32.42848957139583,33.0
271,462,310,-87.6630651328,41.735789784,-87.6727850236,41.7356543821,23.974329589731838,24.0
272,120,462,-87.6533401534,41.7359353713,-87.6630651328,41.735789784,21.11987164794866,20.0
273,490,120,-87.6435965207,41.7361755329,-87.6533401534,41.7359353713,22.19860187944075,22.5
274,366,490,-87.6251032225,41.7363093339,-87.6435965207,41.7361755329,25.647261058904423,25.8
275,514,366,-87.6145095268,41.7365017057,-87.6251032225,41.7363093339,21.05821682328673,21.0
276,303,514,-87.6048228338,41.7366494092,-87.6145095268,41.7365017057,20.98911299564474,21.0
277,499,303,-87.5855291629,41.7369140554,-87.6048228338,41.7366494092,25.100275040110017,25.0
278,9,499,-87.5688715208,41.73715352,-87.5855291629,41.7369140554,22.19206967682787,22.0
279,209,210,-87.8269772785,41.9522461047,-87.8170658622,41.9525441412,32.266101306440525,33.0
280,210,522,-87.8170658622,41.9525441412,-87.8072958873,41.9530500128,25.63729085491634,27.0
281,522,344,-87.8072958873,41.9530500128,-87.7962723576,41.9527428963,25.58262663304859,26.94117647
282,344,222,-87.7962723576,41.9527428963,-87.7865595079,41.9529165061,24.410841164336464,25.0
283,222,223,-87.7865595079,41.9529165061,-87.7767748032,41.9530561442,20.962754985101995,21.0
284,223,329,-87.7767748032,41.9530561442,-87.7669997152,41.9531845842,21.33188173275269,21.0
285,329,305,-87.7669997152,41.9531845842,-87.7571477205,41.953299723,21.7525785010314,22.0
286,305,517,-87.7571477205,41.953299723,-87.7473099291,41.9534108156,19.8917029566821,20.0
287,517,350,-87.7473099291,41.9534108156,-87.7380639429,41.9535294027,23.24833829933532,23.0
288,350,481,-87.7380639429,41.9535294027,-87.7276488336,41.9536482728,20.848957139582854,21.0
289,481,524,-87.7276488336,41.9536482728,-87.7185192313,41.9535200396,21.0080220032088,21.0
290,524,189,-87.7185192313,41.9535200396,-87.7080148748,41.9539197161,21.659867063946827,21.5
291,189,190,-87.7080148748,41.9539197161,-87.6982405466,41.9539738893,19.18095347238139,19.0
292,190,495,-87.6982405466,41.9539738893,-87.688466237,41.9540127406,20.141874856749943,20.0
293,495,226,-87.688466237,41.9540127406,-87.6787543115,41.9541569379,20.344487737795095,20.0
294,226,453,-87.6787543115,41.9541569379,-87.6690488604,41.9542903537,19.57792803117121,19.73684211
295,453,124,-87.6690488604,41.9542903537,-87.6622499597,41.9543781042,19.422644969057988,19.0
296,124,125,-87.6622499597,41.9543781042,-87.6545447389,41.9544883761,23.24123309649324,23.0
297,125,429,-87.6545447389,41.9544883761,-87.6497230883,41.9545786712,16.11104744441898,16.0
298,429,426,-87.6497230883,41.9545786712,-87.644666137,41.9546745987,17.76082970433257,18.0
299,209,94,-87.8269772785,41.9522461047,-87.8366858914,41.9520506156,32.99094659637864,34.0
300,210,209,-87.8170658622,41.9525441412,-87.8269772785,41.9522461047,34.102567041026816,35.0
301,522,210,-87.8072958873,41.9530500128,-87.8170658622,41.9525441412,27.504927801969746,28.66666667
302,344,522,-87.7962723576,41.9527428963,-87.8072958873,41.9530500128,28.32099472839904,29.0
303,222,344,-87.7865595079,41.9529165061,-87.7962723576,41.9527428963,24.409236763694704,25.0
304,223,222,-87.7767748032,41.9530561442,-87.7865595079,41.9529165061,21.284781113912445,21.0
305,329,223,-87.7669997152,41.9531845842,-87.7767748032,41.9530561442,24.31572312628925,25.0
306,305,329,-87.7571477205,41.953299723,-87.7669997152,41.9531845842,20.41817556726748,20.5
307,517,305,-87.7473099291,41.9534108156,-87.7571477205,41.953299723,22.658148063259226,23.0
308,350,517,-87.7380639429,41.9535294027,-87.7473099291,41.9534108156,22.109901443960577,22.5
309,481,350,-87.7276488336,41.9536482728,-87.7380639429,41.9535294027,21.37382534953014,22.0
310,524,481,-87.7185192313,41.9535200396,-87.7276488336,41.9536482728,20.418977767591105,20.0
311,189,524,-87.7080148748,41.9539197161,-87.7185192313,41.9535200396,21.99679119871648,22.0
