Edge name,Node A,Node B,X of A,Y of A,X of B,Y of B,Avg Speed,Med Speed
944,246,521,-87.7677385205,41.9756551499,-87.7612773057,41.9684282231,24.87760715104286,25.0
945,245,246,-87.7743631487,41.9829159236,-87.7677385205,41.9756551499,25.651386660554206,29.0
946,326,245,-87.7810345492,41.9901955144,-87.7743631487,41.9829159236,29.016797092434107,29.0
947,291,326,-87.7878903165,41.9973521769,-87.7810345492,41.9901955144,28.8536557414694,31.79012346
948,292,291,-87.8012417611,42.0119827303,-87.7878903165,41.9973521769,21.313087325234243,22.0
949,480,43,-87.6864614559,41.8826289903,-87.6963223013,41.8824454653,23.279419038085724,24.33333333
950,43,42,-87.6963223013,41.8824454653,-87.7061592615,41.8823379813,25.807280922913133,25.74117647
954,113,531,-87.6370735367,41.8927659973,-87.6325820556,41.8921566547,20.44017877607151,22.0
955,531,534,-87.6325820556,41.8921566547,-87.6280830338,41.8920739437,17.40442356176232,18.0
956,534,537,-87.6280830338,41.8920739437,-87.6241788145,41.8922146656,14.979486591796471,15.46153846
957,537,536,-87.6241788145,41.8922146656,-87.62025391,41.8920564053,17.82798533119115,18.47727273
960,536,537,-87.62025391,41.8920564053,-87.6241788145,41.8922146656,14.518679807471466,15.0
961,537,534,-87.6241788145,41.8922146656,-87.6280830338,41.8920739437,16.662388264955307,16.54794521
962,534,531,-87.6280830338,41.8920739437,-87.6325820556,41.8921566547,16.148750859501263,16.6637931
966,458,295,-87.6848883856,41.8230606699,-87.67507424,41.82314972,24.363969745587898,24.44186047
967,295,459,-87.67507424,41.82314972,-87.6654091294,41.8231636198,26.670410268164108,27.02666667
968,459,469,-87.6654091294,41.8231636198,-87.64593902,41.823474045,31.707082282832914,31.66666667
969,469,156,-87.64593902,41.823474045,-87.63050842,41.82381453,26.76529910611964,27.0
970,156,391,-87.63050842,41.82381453,-87.62644842,41.82391853,23.43548017419207,23.0
971,391,478,-87.62644842,41.82391853,-87.6169934917,41.8239021825,20.150928260371305,19.88888889
972,478,77,-87.6169934917,41.8239021825,-87.60689442,41.82397853,24.41462296584804,24.67857143
974,295,458,-87.67507424,41.82314972,-87.6848883856,41.8230606699,24.740660096264037,25.0
975,459,295,-87.6654091294,41.8231636198,-87.67507424,41.82314972,26.222553289021317,25.66666667
976,469,459,-87.64593902,41.823474045,-87.6654091294,41.8231636198,31.999694399878525,32.0
977,156,469,-87.63050842,41.82381453,-87.64593902,41.823474045,26.635571854228743,27.0
978,391,156,-87.62644842,41.82391853,-87.63050842,41.82381453,21.344258537703414,21.0
979,478,391,-87.6169934917,41.8239021825,-87.62644842,41.82391853,21.80460692184277,21.90909091
980,77,478,-87.60689442,41.82397853,-87.6169934917,41.8239021825,26.58113683245473,27.66666667
985,341,109,-87.559574718,41.7009764643,-87.5594622731,41.6919408775,35.354572541829015,35.5
986,280,341,-87.5596656455,41.7081679762,-87.559574718,41.7009764643,25.20364428145725,25.0
987,114,280,-87.5597753832,41.7154054717,-87.5596656455,41.7081679762,30.00653220261288,29.0
994,35,397,-87.816326623,42.0114591154,-87.8065725496,42.0116985601,26.0,26.0
997,408,36,-87.788761284,42.0119323327,-87.7734073545,42.0118642475,24.60123004049278,25.0
1000,38,39,-87.7285975901,42.0117357112,-87.7090553951,42.0118568538,23.34288333715402,25.0
1001,39,26,-87.7090553951,42.0118568538,-87.6997452648,42.0121135858,23.039193215677287,23.0
1003,27,28,-87.6902409033,42.0123000867,-87.6828811088,42.0123782948,21.885972954391242,22.3
1018,26,39,-87.6997452648,42.0121135858,-87.7090553951,42.0118568538,23.426426770570707,24.5
1024,461,523,-87.6367564873,41.8773034432,-87.6369662477,41.8830592679,21.259912903966764,22.0
1025,523,519,-87.6369662477,41.8830592679,-87.6361877076,41.886053161,24.70077928031171,25.0
1027,519,483,-87.6361877076,41.886053161,-87.6324846692,41.8869300529,23.771029108408204,25.0
1028,483,477,-87.6324846692,41.8869300529,-87.6279755012,41.88681333,23.906486362595004,26.0
1029,477,525,-87.6279755012,41.88681333,-87.6243932845,41.8881201104,17.494728397888608,18.71069182
1031,437,22,-87.6204480771,41.8879053112,-87.6141374654,41.8875754735,24.531744212697685,24.5
1031_1,525,437,-87.6243932845,41.8881201104,-87.6204480771,41.8879053112,24.531744212697685,24.5
1033,523,461,-87.6369662477,41.8830592679,-87.6367564873,41.8773034432,19.6388952555581,20.0
1034,519,523,-87.6361877076,41.886053161,-87.6369662477,41.8830592679,19.06176942471029,22.0
1036,483,519,-87.6324846692,41.8869300529,-87.6361877076,41.886053161,19.028420811368324,19.0
1037,477,483,-87.6279755012,41.88681333,-87.6324846692,41.8869300529,22.265757506303004,24.0
1038,525,477,-87.6243932845,41.8881201104,-87.6279755012,41.88681333,17.144396057758424,17.0
1040,22,437,-87.6141374654,41.8875754735,-87.6204480771,41.8879053112,24.87073114829223,26.0
1040_1,437,525,-87.6204480771,41.8879053112,-87.6243932845,41.8881201104,24.87073114829223,26.0
1049,44,529,-87.6766767359,41.8826894161,-87.6667966639,41.8824204795,26.560050424018335,27.55
1050,529,419,-87.6667966639,41.8824204795,-87.6642075095,41.8834029305,10.984299793720835,8.58611482
1051,419,412,-87.6642075095,41.8834029305,-87.6569471829,41.8825274437,25.44235617694247,26.1754386
1052,412,533,-87.6569471829,41.8825274437,-87.6473885655,41.8827534785,20.552860005758884,20.73214286
1053,533,530,-87.6473885655,41.8827534785,-87.643519586,41.8827220858,21.43192757277103,21.0
1053_1,530,523,-87.643519586,41.8827220858,-87.6369662477,41.8830592679,21.43192757277103,21.0
1054,523,526,-87.6369662477,41.8830592679,-87.632414963,41.8832849978,17.384597753839103,16.0
1054_1,526,527,-87.632414963,41.8832849978,-87.6278679939,41.8834418829,17.384597753839103,16.0
1054_2,527,518,-87.6278679939,41.8834418829,-87.6245058785,41.8838163271,17.384597753839103,16.0
1055,364,392,-87.6141227919,41.8844211471,-87.6206544776,41.8845032517,16.21349988540064,16.0
1056,392,518,-87.6206544776,41.8845032517,-87.6245058785,41.8838163271,19.295438918175567,20.0
1057,518,527,-87.6245058785,41.8838163271,-87.6278679939,41.8834418829,19.549801905633966,22.0
1057_1,526,523,-87.632414963,41.8832849978,-87.6369662477,41.8830592679,19.549801905633966,22.0
1057_2,527,526,-87.6278679939,41.8834418829,-87.632414963,41.8832849978,19.549801905633966,22.0
1058,519,530,-87.6361877076,41.886053161,-87.643519586,41.8827220858,21.798533119413246,24.0
1058_1,530,533,-87.643519586,41.8827220858,-87.6473885655,41.8827534785,21.798533119413246,24.0
1059,533,412,-87.6473885655,41.8827534785,-87.6569471829,41.8825274437,22.791771716708688,23.22857143
1060,412,419,-87.6569471829,41.8825274437,-87.6642075095,41.8834029305,24.98235159294064,26.05116279
1062,419,529,-87.6642075095,41.8834029305,-87.6667966639,41.8824204795,20.770226908090763,21.0
1063,529,44,-87.6667966639,41.8824204795,-87.6766767359,41.8826894161,22.17625487050195,23.42857143
1081,51,241,-87.6413668786,41.6633307131,-87.6176690026,41.6633815653,35.54308961723585,36.0
1082,242,345,-87.6184865673,41.6590818618,-87.588804286,41.6599560196,25.913018565207427,25.0
1083,345,110,-87.588804286,41.6599560196,-87.559286591,41.6591907623,25.0,25.0
1089,241,51,-87.6176690026,41.6633815653,-87.6413668786,41.6633307131,27.20077928031171,30.63636364
1090,345,242,-87.588804286,41.6599560196,-87.6184865673,41.6590818618,28.879784551913822,29.56521739
1091,110,345,-87.559286591,41.6591907623,-87.588804286,41.6599560196,25.0,25.0
1098,202,203,-87.8036679588,41.8503970437,-87.7834795177,41.8508652038,22.54744441897777,23.0
1099,203,315,-87.7834795177,41.8508652038,-87.7636968464,41.8510564981,23.417258766903508,23.6
1100,315,509,-87.7636968464,41.8510564981,-87.744258928,41.85129369,23.58125143250034,24.0
1101,509,290,-87.744258928,41.85129369,-87.7394800407,41.8513755877,27.426312170524866,28.0
1102,203,202,-87.7834795177,41.8508652038,-87.8036679588,41.8503970437,23.30323172129269,23.75
1103,315,203,-87.7636968464,41.8510564981,-87.7834795177,41.8508652038,22.49518679807472,23.0
1104,509,315,-87.744258928,41.85129369,-87.7636968464,41.8510564981,20.578844831539993,21.0
1105,290,509,-87.7394800407,41.8513755877,-87.744258928,41.85129369,25.174879669951867,27.0
1115,299,121,-87.7203072881,41.6913159037,-87.7008277065,41.6915677882,24.8897547559019,25.0
1116,121,423,-87.7008277065,41.6915677882,-87.6811591434,41.6918107595,29.054435021774008,29.0
1117,121,299,-87.7008277065,41.6915677882,-87.7203072881,41.6913159037,25.713958285583313,25.33333333
1118,423,121,-87.6811591434,41.6918107595,-87.7008277065,41.6915677882,29.662846665138666,30.0
1124,449,448,-87.7408135918,41.720143978,-87.7410820903,41.734540839,33.332798533118265,37.0
1125,144,145,-87.7435684203,41.8220945568,-87.7437483336,41.8367464556,34.05202842081137,34.0
1126,145,509,-87.7437483336,41.8367464556,-87.744258928,41.85129369,24.579876231950493,25.0
1127,509,470,-87.744258928,41.85129369,-87.7447718015,41.8659427313,27.18221407288563,27.6
1132,145,144,-87.7437483336,41.8367464556,-87.7435684203,41.8220945568,29.42986477194591,29.63636364
1133,509,145,-87.744258928,41.85129369,-87.7437483336,41.8367464556,27.712583085033234,28.0
1134,470,509,-87.7447718015,41.8659427313,-87.744258928,41.85129369,22.74421269768508,23.0
1151,74,143,-87.8047488066,41.8796992839,-87.8053007941,41.8942683013,21.231492092596838,21.64516129
1152,143,415,-87.8053007941,41.8942683013,-87.8057322715,41.9088702382,26.671097868439148,27.0
1153,522,266,-87.8072958873,41.9530500128,-87.8071580358,41.9683020657,21.572541829016732,21.34285714
1170,143,74,-87.8053007941,41.8942683013,-87.8047488066,41.8796992839,21.337840935136374,21.95833333
1171,415,143,-87.8057322715,41.9088702382,-87.8053007941,41.8942683013,26.99048819619528,27.0
1172,266,522,-87.8071580358,41.9683020657,-87.8072958873,41.9530500128,21.822828329131333,22.0
1173,242,241,-87.6184865673,41.6590818618,-87.6176690026,41.6633815653,25.38654595461838,25.0
1178,173,275,-87.5867338112,41.7915612996,-87.5803012154,41.7924178277,17.61574604629842,17.33333333
1181,275,173,-87.5803012154,41.7924178277,-87.5867338112,41.7915612996,22.468943387577355,24.0
1182,7,225,-87.6601255489,41.9854624302,-87.6603728465,41.9982086416,21.95805638322118,23.0
1183,225,251,-87.6603728465,41.9982086416,-87.6609197072,42.005540058,21.740889296355718,22.0
1184,251,30,-87.6609197072,42.005540058,-87.66345021,42.0128388751,24.834402933761172,25.0
1185,225,7,-87.6603728465,41.9982086416,-87.6601255489,41.9854624302,23.719802887921155,24.2
1186,251,225,-87.6609197072,42.005540058,-87.6603728465,41.9982086416,19.226564290625717,18.2
1187,30,251,-87.66345021,42.0128388751,-87.6609197072,42.005540058,22.360646344258537,22.96551724
1188,84,510,-87.6696182646,41.9871464429,-87.669909507,41.9894761112,19.22117808847055,19.0
1189,510,84,-87.669909507,41.9894761112,-87.6696182646,41.9871464429,20.13350905340362,22.0
1192,252,439,-87.6183296049,41.8493446276,-87.6191856058,41.8523616756,18.779165711666284,19.0
1193,439,252,-87.6191856058,41.8523616756,-87.6183296049,41.8493446276,21.37164794865849,21.5
1196,385,334,-87.6423678761,41.6923662058,-87.642607,41.69964,27.436626174650012,28.0
1197,334,421,-87.642607,41.69964,-87.642833,41.706916,25.995874398349073,27.0
1198,421,264,-87.642833,41.706916,-87.643004,41.714215,25.150355260142103,25.0
1199,264,468,-87.643004,41.714215,-87.6432176471,41.721458137,25.18106807242723,25.77777778
1200,468,286,-87.6432176471,41.721458137,-87.643416,41.728767,27.30139812055925,27.27272727
1201,286,490,-87.643416,41.728767,-87.6435965207,41.7361755329,24.900527160210864,25.44444444
1202,490,207,-87.6435965207,41.7361755329,-87.643831,41.743359,23.19585147834059,24.0
1203,207,504,-87.643831,41.743359,-87.6440073209,41.7506405185,20.533577813431126,20.0
1204,504,206,-87.6440073209,41.7506405185,-87.644183,41.756089,21.715333486133396,22.0
1205,206,205,-87.644183,41.756089,-87.644411,41.765201,23.421613568645427,23.66666667
1206,205,294,-87.644411,41.765201,-87.644597,41.772472,21.43949117579647,21.0
1207,294,370,-87.644597,41.772472,-87.644787,41.779751,20.639582855832455,20.0
1208,370,371,-87.644787,41.779751,-87.64497,41.787025,23.958629383451754,24.0
1209,371,494,-87.64497,41.787025,-87.645160181,41.7943014258,23.56658262663305,24.0
1210,494,220,-87.645160181,41.7943014258,-87.645346,41.801585,23.914737565895027,24.0
1211,220,152,-87.645346,41.801585,-87.645539,41.808864,27.204331881732752,27.0
1212,152,140,-87.645539,41.808864,-87.645725,41.816184,24.38196195278478,24.5
1213,140,469,-87.645725,41.816184,-87.64593902,41.823474045,24.106578042631217,24.66666667
1214,469,211,-87.64593902,41.823474045,-87.646105,41.83075,22.573573229429293,23.0
1215,211,219,-87.646105,41.83075,-87.646276,41.838046,19.136374054549623,19.0
1216,219,491,-87.646276,41.838046,-87.6465040244,41.8471898313,20.18863167545267,20.0
1217,491,501,-87.6465040244,41.8471898313,-87.6464782081,41.8526642885,25.834861333944534,26.0
1218,501,256,-87.6464782081,41.8526642885,-87.646707,41.859912,20.530827412330964,20.0
1219,256,475,-87.646707,41.859912,-87.6469186749,41.8671530501,20.290167316066928,20.0
1220,475,387,-87.6469186749,41.8671530501,-87.6470775,41.874338,19.677973871189547,19.0
1221,387,12,-87.6470775,41.874338,-87.6471452931,41.8779482048,18.36832454732982,18.0
1221_1,12,533,-87.6471452931,41.8779482048,-87.6473885655,41.8827534785,18.36832454732982,18.0
1222,533,532,-87.6473885655,41.8827534785,-87.6478923006,41.8916594147,17.529910611964244,17.0
1223,532,505,-87.6478923006,41.8916594147,-87.647745,41.896397,23.592253036901216,24.0
1224,505,263,-87.647745,41.896397,-87.648094,41.903636,25.513064405225762,25.75
1225,263,497,-87.648094,41.903636,-87.6482722864,41.9109198102,21.080793032317214,21.5
1226,497,287,-87.6482722864,41.9109198102,-87.648508,41.91818,21.93307357322943,22.0
1227,287,356,-87.648508,41.91818,-87.64876,41.925454,19.053403621361447,19.0
1228,356,373,-87.64876,41.925454,-87.64901,41.932719,21.906600962640386,22.0
1229,373,180,-87.64901,41.932719,-87.649267,41.939979,19.825693330277332,19.5
1230,180,181,-87.649267,41.939979,-87.649486,41.947316,19.242493696999315,19.33333333
1231,181,429,-87.649486,41.947316,-87.6497230883,41.9545786712,18.146229658491862,18.0
1232,334,385,-87.642607,41.69964,-87.6423678761,41.6923662058,26.026587210634883,26.66666667
1233,421,334,-87.642833,41.706916,-87.642607,41.69964,26.084231033692415,26.23076923
1234,264,421,-87.643004,41.714215,-87.642833,41.706916,25.958400183360073,26.5
1235,468,264,-87.6432176471,41.721458137,-87.643004,41.714215,25.48957139582856,26.0
1236,286,468,-87.643416,41.728767,-87.6432176471,41.721458137,26.63167545267018,27.0
1237,490,286,-87.6435965207,41.7361755329,-87.643416,41.728767,26.790281916112768,27.0
1238,207,490,-87.643831,41.743359,-87.6435965207,41.7361755329,22.157460462984186,22.39473684
1239,504,207,-87.6440073209,41.7506405185,-87.643831,41.743359,21.264955305982124,23.0
1240,206,504,-87.644183,41.756089,-87.6440073209,41.7506405185,22.550080220032775,23.0
1241,205,206,-87.644411,41.765201,-87.644183,41.756089,26.931354572541828,27.33333333
1242,294,205,-87.644597,41.772472,-87.644411,41.765201,23.392619757047903,23.0
1243,370,294,-87.644787,41.779751,-87.644597,41.772472,23.785239514095807,24.0
1244,371,370,-87.64497,41.787025,-87.644787,41.779751,23.757678203071283,23.76923077
1245,494,371,-87.645160181,41.7943014258,-87.64497,41.787025,24.649553059821223,25.0
1246,220,494,-87.645346,41.801585,-87.645160181,41.7943014258,25.00641760256704,25.0
1247,152,220,-87.645539,41.808864,-87.645346,41.801585,28.670868668347467,29.0
1248,140,152,-87.645725,41.816184,-87.645539,41.808864,27.1211322484529,27.0
1249,469,140,-87.64593902,41.823474045,-87.645725,41.816184,26.87634655053862,27.0
1250,211,469,-87.646105,41.83075,-87.64593902,41.823474045,25.174306669722668,25.0
1251,219,211,-87.646276,41.838046,-87.646105,41.83075,20.674994269997708,20.0
1252,491,219,-87.6465040244,41.8471898313,-87.646276,41.838046,23.22060508824364,23.0
1253,501,491,-87.6464782081,41.8526642885,-87.6465040244,41.8471898313,25.75063030025212,26.5
1254,256,501,-87.646707,41.859912,-87.6464782081,41.8526642885,21.18198487279395,21.0
1255,475,256,-87.6469186749,41.8671530501,-87.646707,41.859912,20.117923447169378,19.5
1256,387,475,-87.6470775,41.874338,-87.6469186749,41.8671530501,21.418175567270225,21.0
1257,533,387,-87.6473885655,41.8827534785,-87.6470775,41.874338,17.548590419436167,17.0
1258,532,533,-87.6478923006,41.8916594147,-87.6473885655,41.8827534785,20.484185193674076,20.0
1259,505,532,-87.647745,41.896397,-87.6478923006,41.8916594147,18.37061654824662,19.0
1260,263,505,-87.648094,41.903636,-87.647745,41.896397,25.784208113683246,26.0
1261,497,263,-87.6482722864,41.9109198102,-87.648094,41.903636,20.62319504927802,20.5
1262,287,497,-87.648508,41.91818,-87.6482722864,41.9109198102,21.653334861333946,21.83333333
1263,356,287,-87.64876,41.925454,-87.648508,41.91818,19.716364886545954,20.0
1264,373,356,-87.64901,41.932719,-87.64876,41.925454,18.084918633967455,18.0
1265,180,373,-87.649267,41.939979,-87.64901,41.932719,19.31251432500573,19.0
1266,181,180,-87.649486,41.947316,-87.649267,41.939979,17.30151272060715,17.0
1268,241,242,-87.6176690026,41.6633815653,-87.6184865673,41.6590818618,27.57781343112537,28.0
1269,518,527,-87.6245058785,41.8838163271,-87.6278679939,41.8834418829,16.991748796699518,16.0
1269_1,526,523,-87.632414963,41.8832849978,-87.6369662477,41.8830592679,16.991748796699518,16.0
1269_2,527,526,-87.6278679939,41.8834418829,-87.632414963,41.8832849978,16.991748796699518,16.0
1270,523,530,-87.6369662477,41.8830592679,-87.643519586,41.8827220858,17.81698372679349,17.0
1270_1,530,533,-87.643519586,41.8827220858,-87.6473885655,41.8827534785,17.81698372679349,17.0
1271,533,412,-87.6473885655,41.8827534785,-87.6569471829,41.8825274437,18.557529223011688,18.0
1272,412,533,-87.6569471829,41.8825274437,-87.6473885655,41.8827534785,19.20341508136672,19.0
1273,412,529,-87.6569471829,41.8825274437,-87.6667966639,41.8824204795,20.75704790281916,20.5
1274,529,412,-87.6667966639,41.8824204795,-87.6569471829,41.8825274437,22.882993353197342,23.0
1276,508,442,-87.6194490966,41.8675066759,-87.6204798614,41.873205329,26.49713499885148,25.5
1276_1,442,372,-87.6204798614,41.873205329,-87.6205879983,41.8757725605,26.49713499885148,25.5
1277,372,442,-87.6205879983,41.8757725605,-87.6204798614,41.873205329,28.265872106348844,29.0
1277_1,442,508,-87.6204798614,41.873205329,-87.6194490966,41.8675066759,28.265872106348844,29.0
1280,392,437,-87.6206544776,41.8845032517,-87.6204480771,41.8879053112,19.352968141187258,19.0
1280_1,437,536,-87.6204480771,41.8879053112,-87.62025391,41.8920564053,19.352968141187258,19.0
1281,536,437,-87.62025391,41.8920564053,-87.6204480771,41.8879053112,19.409351363740544,19.0
1281_1,437,392,-87.6204480771,41.8879053112,-87.6206544776,41.8845032517,19.409351363740544,19.0
1282,536,23,-87.62025391,41.8920564053,-87.6204177839,41.8967364992,17.56073802429521,18.0
1283,23,536,-87.6204177839,41.8967364992,-87.62025391,41.8920564053,17.895713958285583,18.0
1285,435,23,-87.6242079756,41.8967854548,-87.6204177839,41.8967364992,17.99530139812056,18.0
1285_1,23,15,-87.6204177839,41.8967364992,-87.6172174757,41.8968836203,17.99530139812056,18.0
1286,435,488,-87.6242079756,41.8967854548,-87.6327137587,41.8966135008,16.602681641072657,16.0
1287,488,21,-87.6327137587,41.8966135008,-87.6282468754,41.8966270307,16.346092138436855,16.0
1287_1,21,435,-87.6282468754,41.8966270307,-87.6242079756,41.8967854548,16.346092138436855,16.0
1288,488,505,-87.6327137587,41.8966135008,-87.647745,41.896397,19.291313316525326,19.0
1289,505,488,-87.647745,41.896397,-87.6327137587,41.8966135008,18.450378180151272,18.0
1290,505,407,-87.647745,41.896397,-87.6553853099,41.8962590126,19.912330964932387,20.0
1291,407,505,-87.6553853099,41.8962590126,-87.647745,41.896397,22.50813660325464,23.0
1292,24,528,-87.6273696186,41.8674795742,-87.6276035305,41.8747783767,19.361563144625258,19.0
1293,528,24,-87.6276035305,41.8747783767,-87.6273696186,41.8674795742,20.854457941783178,20.0
1294,528,25,-87.6276035305,41.8747783767,-87.6277008629,41.8782253397,15.101994040796242,15.5
1294_1,527,477,-87.6278679939,41.8834418829,-87.6279755012,41.88681333,15.101994040796242,15.5
1294_2,25,527,-87.6277008629,41.8782253397,-87.6278679939,41.8834418829,15.101994040796242,15.5
1295,477,527,-87.6279755012,41.88681333,-87.6278679939,41.8834418829,16.897891359156542,16.0
1295_1,527,25,-87.6278679939,41.8834418829,-87.6277008629,41.8782253397,16.897891359156542,16.0
1295_2,25,528,-87.6277008629,41.8782253397,-87.6276035305,41.8747783767,16.897891359156542,16.0
1296,477,534,-87.6279755012,41.88681333,-87.6280830338,41.8920739437,17.04893421957392,17.0
1296_1,534,21,-87.6280830338,41.8920739437,-87.6282468754,41.8966270307,17.04893421957392,17.0
1297,21,534,-87.6282468754,41.8966270307,-87.6280830338,41.8920739437,18.94923217969287,19.0
1297_1,534,477,-87.6280830338,41.8920739437,-87.6279755012,41.88681333,18.94923217969287,19.0
1298,20,526,-87.6323072112,41.8781421825,-87.632414963,41.8832849978,16.786270914506762,17.43636364
1298_1,526,483,-87.632414963,41.8832849978,-87.6324846692,41.8869300529,16.786270914506762,17.43636364
1299,483,526,-87.6324846692,41.8869300529,-87.632414963,41.8832849978,16.03644281457644,16.0
1299_1,526,20,-87.632414963,41.8832849978,-87.6323072112,41.8781421825,16.03644281457644,16.0
1300,12,443,-87.6471452931,41.8779482048,-87.6432556495,41.877997169,17.449919779968372,17.0
1300_1,443,461,-87.6432556495,41.877997169,-87.6367564873,41.8773034432,17.449919779968372,17.0
1301,461,20,-87.6367564873,41.8773034432,-87.6323072112,41.8781421825,18.31205592482237,18.0
1301_1,20,25,-87.6323072112,41.8781421825,-87.6277008629,41.8782253397,18.31205592482237,18.0
1301_2,25,6,-87.6277008629,41.8782253397,-87.6244619625,41.8782774889,18.31205592482237,18.0
1302,528,445,-87.6276035305,41.8747783767,-87.6243053944,41.8731441384,17.28432271373046,17.0
1302_1,445,442,-87.6243053944,41.8731441384,-87.6204798614,41.873205329,17.28432271373046,17.0
1302_2,442,428,-87.6204798614,41.873205329,-87.6172893969,41.8732685796,17.28432271373046,17.0
1303,428,442,-87.6172893969,41.8732685796,-87.6204798614,41.873205329,20.697914279165943,22.62962963
1303_1,442,445,-87.6204798614,41.873205329,-87.6243053944,41.8731441384,20.697914279165943,22.62962963
1303_2,445,528,-87.6243053944,41.8731441384,-87.6276035305,41.8747783767,20.697914279165943,22.62962963
1304,387,452,-87.6470775,41.874338,-87.6431433136,41.8743749911,19.283176713270684,20.0
1304_1,452,172,-87.6431433136,41.8743749911,-87.639487,41.874388,19.283176713270684,20.0
1305,528,172,-87.6276035305,41.8747783767,-87.639487,41.874388,20.51054320422003,22.33333333
1306,432,438,-87.6304354013,41.8673739901,-87.6306498274,41.8750230905,23.462640385056154,24.0
1307,438,432,-87.6306498274,41.8750230905,-87.6304354013,41.8673739901,18.878294751319274,19.0
1308,172,438,-87.639487,41.874388,-87.6306498274,41.8750230905,21.74822369928948,23.0
1308_1,438,528,-87.6306498274,41.8750230905,-87.6276035305,41.8747783767,21.74822369928948,23.0
1309,172,452,-87.639487,41.874388,-87.6431433136,41.8743749911,21.237795095118038,22.0
1309_1,452,387,-87.6431433136,41.8743749911,-87.6470775,41.874338,21.237795095118038,22.0
